epoch;acc;loss;val_acc;val_loss
0;0.1617681930308953;3.270380004740533;0.1571560524858101;3.255454658471316
1;0.20084199996672716;3.114470957737348;0.2644368548025037;3.0008177159399354
2;0.3015655914551646;2.7925321363552733;0.292340393807623;2.7222805166601374
3;0.35658466742040607;2.4291911825916044;0.37956205109268726;2.3834108250491184
4;0.47562163629087706;1.9330020405213906;0.41227017216515893;2.219110186501152
5;0.5697934559349511;1.5619203146155485;0.441559648616779;2.240835386977821
6;0.6268122668188507;1.322906869490701;0.47482214636352404;2.177975817252294
7;0.6594132399217123;1.1888629311700352;0.5009701632642707;2.0764016460207046
8;0.6904617853657758;1.0701521254263338;0.5147371415723816;2.0338998715317778
9;0.703302200139157;1.0078526601056146;0.5119652657169935;2.1192476647096012
10;0.719115907895598;0.9453980019964241;0.5238843279681011;2.059394038429567
11;0.7341139333575294;0.8964236712686295;0.5094705798660532;2.1370452962740725
12;0.7399289573811964;0.8672582780102526;0.5530814080067398;1.861433045586321
13;0.7490330220695985;0.8347468445793828;0.5155687029421423;2.10276189360812
14;0.7623733709147378;0.7937404325550723;0.5000462046857352;2.315650984593948
15;0.7696618854317315;0.7604194103989251;0.5334934928462806;2.152430666260718
16;0.7815024313715285;0.7340598275882291;0.5597339086024606;1.940110448976767
17;0.7838705411523192;0.7198022897189236;0.5687886975636095;1.882602917975114
18;0.7926062335624238;0.6919000399667893;0.5565000538997594;1.8860071831530216
